DOS,lesion_length,lumen_axial_skewness,lipid_length_ratio,alpha,PI,d_fc_ca,fraction,ca_axial_skewness,ca_shoulder_skewness,ca_strength_ratio,fc_av_th,SBP,PP,tau,DBP,E_vessel,E_fc,E_lipid,E_cal
0.3074,1.6315,0.1168,0.755,167.2,0.979,0.0118,0.1285,0.4434,0.1773,0.2688,0.01,163.68,49.3,0.20297,114.38,7539838,15740870,797827,170882657568
0.3746,2.2779,0.149,0.6463,148.2,1.153,0.0168,0.5293,0.3413,0.0847,0.9047,0.01,115.4,63.47,0.29465,51.93,13126459,4082089,81068,108549904856
0.3106,2.3136,0.1315,0.5977,201.6,1.066,0.0071,0.7347,0.6734,0.3775,2.853,0.01,124.88,62.02,0.01756,62.86,12242309,13605968,566206,119233269838
0.7441,1.0468,0.1673,0.7025,261.1,0.933,0.006,0.281,0.7432,0.1393,0.9796,0.01,156.23,70.6,0.02109,85.63,9984816,5285912,378913,147683569290
0.3472,2.1156,-0.2033,0.5905,187.2,1.063,0.0105,0.7715,0.342,0.1733,2.1862,0.01,141.18,60.41,0.48103,80.77,4661354,16781969,579636,73532090158
0.7493,2.7091,0.2847,0.6416,131.3,1.048,0.0124,0.4265,0.5311,0.6906,0.9006,0.01,167.76,65.33,0.38835,102.43,8606451,19182336,408871,205504901082
0.402,2.5419,-0.1762,0.7208,249.1,1.042,0.011,0.337,0.3927,0.1903,1.8872,0.01,145.33,48.93,0.08057,96.4,4703501,19891228,888999,56850871097
0.6232,2.9118,-0.4267,0.658,240.3,0.906,0.0192,0.7871,0.0086,0.6046,4.1155,0.01,160.07,61.34,0.42469,98.73,3278194,11299424,452999,203830807438
0.5419,1.6404,-0.0698,0.517,195.6,0.95,0.0052,0.7633,0.5825,0.5144,2.1799,0.01,168.57,45.61,0.24505,122.96,7629426,11098376,659119,139933479144
0.3796,1.077,0.313,0.7782,171.0,1.079,0.0139,0.151,0.056,0.41,2.6414,0.01,133.91,45.16,0.2135,88.75,1837501,21882682,719661,133365191903
0.3054,1.5369,0.3808,0.7784,152.4,1.163,0.0052,0.6198,0.3558,0.2239,1.0879,0.01,122.12,53.51,0.37898,68.61,11419518,19494620,821829,141772482036
0.6744,1.7863,0.2416,0.7118,159.2,1.123,0.012,0.4124,0.5772,0.4299,1.0781,0.01,146.43,63.69,0.38827,82.74,12954832,6097890,64323,101691976193
0.7224,1.5003,0.2801,0.7304,140.9,0.925,0.0091,0.697,0.3729,0.5734,1.6814,0.01,110.7,45.78,0.39926,64.92,2817488,20243038,124973,234547792527
0.6437,1.8406,-0.2706,0.6425,201.3,0.983,0.013,0.4807,0.113,0.7017,1.2441,0.01,111.67,65.66,0.12892,46.01,6351337,21795235,763953,183750144749
0.4488,1.4996,-0.3309,0.6056,121.2,1.025,0.0102,0.7979,0.0316,0.5071,2.391,0.01,137.84,53.02,0.0225,84.82,10867952,12475277,101682,13237989222
0.2966,1.0176,0.1029,0.6938,121.1,1.042,0.0102,0.7804,0.4026,0.2197,0.3246,0.01,128.91,40.66,0.39014,88.25,10614136,22229209,670863,246194922921
0.2661,1.3266,-0.1802,0.7355,167.4,1.196,0.0171,0.6344,0.0471,0.0135,0.2592,0.01,161.46,46.76,0.17433,114.7,7024793,7261906,375958,60368001953
0.5602,1.0905,0.2172,0.588,205.0,0.99,0.0155,0.6319,0.289,0.7204,0.1744,0.01,106.63,42.89,0.09577,63.74,5015770,22426845,340934,137396449499
0.4145,2.2128,-0.1299,0.529,176.3,1.171,0.0186,0.6555,0.2546,0.6731,0.5409,0.01,152.5,44.53,0.17062,107.97,13386211,17631309,73602,48976446366
0.5626,2.461,-0.4271,0.701,166.1,1.157,0.0127,0.1439,0.2817,0.0498,0.151,0.01,168.64,60.53,0.41347,108.11,11753252,16598377,414319,134412445719
0.416,1.2067,0.1906,0.7364,159.7,0.924,0.0132,0.7643,0.7967,0.0548,0.8214,0.01,118.72,40.29,0.03469,78.43,12114317,11791035,235331,175903492203
0.5815,2.5294,-0.0626,0.5714,255.5,1.017,0.0187,0.3949,0.0573,0.6186,3.5097,0.01,129.42,57.14,0.34683,72.28,11717473,11941912,660392,49602658230
0.2789,2.5938,-0.0462,0.7627,204.6,1.106,0.0064,0.2118,0.4492,0.7964,1.0088,0.01,119.63,74.09,0.37826,45.54,5568685,15418496,653754,68271928683
0.3298,2.0505,-0.0027,0.5484,174.3,0.975,0.0166,0.1453,0.4062,0.5878,0.3938,0.01,136.54,59.56,0.30391,76.98,11237547,17481151,947525,27706844120
0.719,2.6128,0.4328,0.7272,213.6,0.996,0.008,0.2625,0.1914,0.3015,0.7418,0.01,130.79,36.24,0.21785,94.55,13878701,22850303,419491,84865686068
0.4408,1.6075,-0.4926,0.7979,235.9,0.99,0.0108,0.6265,0.2492,0.3777,0.4343,0.01,108.64,57.81,0.18796,50.83,11162486,11178949,293363,21945328514
0.6682,1.2155,-0.3796,0.6352,185.9,1.145,0.0166,0.1398,0.0252,0.7574,1.7041,0.01,123.67,75.13,0.17559,48.54,6557026,20986657,366436,203622078964
0.4374,2.9539,-0.4629,0.5256,224.0,1.043,0.0065,0.4551,0.651,0.1607,3.9149,0.01,108.23,38.67,0.27454,69.56,3142561,18257709,974381,160485005263
0.438,2.4622,-0.4324,0.5534,130.5,0.987,0.01,0.338,0.3484,0.657,0.3109,0.01,117.13,48.66,0.30634,68.47,6159686,15897592,760933,59350852579
0.5908,2.8377,-0.0111,0.5922,219.2,1.197,0.0191,0.7596,0.5502,0.3866,0.8282,0.01,137.55,38.84,0.15503,98.71,13064232,12652463,712479,120634093799
0.5005,2.5593,0.3347,0.6017,199.3,0.903,0.0137,0.2273,0.3704,0.3036,1.0297,0.01,105.25,43.8,0.33119,61.45,13032571,17221750,285423,111043434803
0.7356,2.411,0.3214,0.7801,257.2,1.092,0.0151,0.2975,0.6924,0.0431,0.4518,0.01,119.57,52.6,0.36125,66.97,3739303,14102228,220994,196048175204
0.3963,2.2703,0.4031,0.6518,204.0,0.909,0.0102,0.7682,0.4002,0.307,0.1998,0.01,155.32,35.27,0.0275,120.05,5244234,8760190,297407,151059295817
0.6303,2.6936,0.2696,0.6825,121.0,0.975,0.0115,0.6588,0.3474,0.6824,2.3376,0.01,145.29,79.12,0.49918,66.17,6542312,6633842,517257,163482256913
0.5441,2.9754,-0.4386,0.5297,235.1,1.196,0.0119,0.7284,0.2022,0.6031,0.3171,0.01,149.77,44.09,0.02781,105.68,12173998,9424077,228578,133083071452
0.3858,1.4213,-0.4597,0.7512,155.5,0.957,0.0133,0.2572,0.319,0.0305,0.3393,0.01,120.17,57.88,0.33702,62.29,3974550,14177461,514804,157186801290
0.433,2.3855,-0.2652,0.6481,170.0,1.039,0.0115,0.2244,0.5439,0.1699,0.9531,0.01,107.42,36.94,0.3608,70.48,9821735,19317630,58535,9653381327
0.541,1.1375,-0.0345,0.7114,171.4,0.955,0.0145,0.6251,0.3607,0.0823,2.1725,0.01,122.18,61.12,0.07399,61.06,6100528,22698443,169752,231184746653
0.6447,1.6651,0.4591,0.5144,132.0,1.146,0.0096,0.3088,0.4243,0.2855,3.5193,0.01,131.03,73.36,0.2414,57.67,12902396,7704318,401511,246599569052
0.2805,1.6094,0.4601,0.5816,139.6,1.113,0.0192,0.1895,0.2957,0.694,0.9422,0.01,167.15,38.58,0.17715,128.57,5966537,8635232,862681,121622671137
0.2676,1.9717,-0.3258,0.6917,170.8,1.078,0.0111,0.4933,0.473,0.4333,1.0494,0.01,150.3,63.34,0.44568,86.96,2106261,9167143,549613,54181493394
0.3997,2.5443,-0.4759,0.6104,135.3,0.969,0.0056,0.4828,0.1035,0.4605,1.0325,0.01,151.15,77.3,0.46542,73.85,12516472,14391863,778404,26888150886
0.4784,1.9072,-0.3833,0.5357,177.3,1.159,0.0075,0.182,0.537,0.5968,0.9322,0.01,132.45,41.25,0.42414,91.2,4867046,16693601,941028,216126472308
0.6574,2.9886,-0.3862,0.6102,141.0,1.14,0.0166,0.4354,0.3045,0.6828,0.4409,0.01,127.03,53.21,0.15804,73.82,3152215,16006801,876281,12999511033
0.2504,2.6445,-0.1307,0.712,198.4,1.03,0.0057,0.5152,0.5108,0.4693,2.1555,0.01,110.71,62.7,0.40405,48.01,12671538,12183565,903015,100289088489
0.692,2.6835,-0.0194,0.767,227.4,0.959,0.0052,0.2276,0.6577,0.3105,2.9676,0.01,112.35,52.01,0.31712,60.34,11011725,17039551,967498,24987856898
0.5178,1.6766,-0.0659,0.574,179.4,0.94,0.0193,0.466,0.3062,0.0046,0.4123,0.01,127.76,37.89,0.29719,89.87,10258052,22754076,927604,189785623379
0.2862,2.8334,-0.0683,0.5375,170.1,1.101,0.0087,0.4391,0.1605,0.1553,0.3048,0.01,167.1,43.49,0.10728,123.61,13056906,21127674,947630,55606851672
0.7032,1.0327,0.4657,0.6484,178.6,0.977,0.0103,0.4495,0.751,0.5588,3.0106,0.01,167.64,79.71,0.32713,87.93,1926837,14136824,459998,51132119026
0.4315,1.1155,0.0734,0.5729,268.7,1.077,0.0106,0.4667,0.507,0.1953,0.8259,0.01,113.95,49.03,0.15961,64.92,13397299,21700561,200981,93003183031
0.7217,2.8101,0.3774,0.6119,231.7,1.044,0.0142,0.3467,0.5688,0.137,0.7338,0.01,141.03,72.62,0.46576,68.41,3940862,10850525,494179,27263230295
0.5992,2.621,0.0061,0.6277,185.0,1.112,0.0114,0.1839,0.0495,0.4463,4.283,0.01,125.14,38.3,0.25817,86.84,3170543,4567007,881986,214041896146
0.5968,2.3995,-0.1875,0.6074,173.8,1.055,0.0199,0.6847,0.5745,0.0232,1.1306,0.01,139.42,43.63,0.38477,95.79,5885157,22287201,676333,193386542167
0.5821,1.7079,0.4948,0.6486,158.1,1.107,0.0142,0.6136,0.053,0.3912,0.636,0.01,152.84,45.36,0.11328,107.48,12397927,12169067,24698,177813611180
0.3933,1.0721,0.0187,0.7624,187.9,1.136,0.019,0.4905,0.5242,0.0597,0.42,0.01,119.35,50.8,0.16418,68.55,13334463,7808197,766447,213905455811
0.6467,1.5624,0.2725,0.5272,200.1,0.927,0.0063,0.1777,0.2663,0.033,0.7535,0.01,158.23,56.63,0.2967,101.6,9532862,13819165,865557,203193877295
0.5625,2.1908,0.3503,0.6144,221.6,0.998,0.013,0.6174,0.2222,0.2061,2.4801,0.01,152.13,61.8,0.06724,90.33,6747766,10061972,536336,50717989289
0.5739,1.1444,0.0794,0.5546,167.4,0.991,0.0119,0.5002,0.0608,0.0859,0.3911,0.01,136.97,50.52,0.11204,86.45,12307063,7487681,36784,105080070713
0.5703,1.4021,-0.2238,0.6357,197.9,0.93,0.0094,0.6747,0.5263,0.021,3.3727,0.01,169.06,71.22,0.41855,97.84,2978980,18163731,478089,71074061609
0.3461,2.848,-0.2171,0.5564,236.6,1.118,0.007,0.7836,0.4708,0.2246,0.2089,0.01,153.28,78.79,0.01554,74.49,3773509,18047216,686730,18365439119
0.55,1.009,-0.0532,0.5856,223.4,0.928,0.0158,0.5831,0.387,0.0262,0.7555,0.01,149.34,50.96,0.34855,98.38,5904615,15985791,40753,206457339430
0.3042,2.2993,0.3932,0.5361,250.7,1.094,0.0194,0.6876,0.4479,0.0616,7.0235,0.01,148.79,44.85,0.40112,103.94,4391605,22971545,35226,204921509122
0.608,2.0825,0.3695,0.5099,160.2,0.907,0.0113,0.3125,0.0634,0.3946,0.1726,0.01,110.24,38.62,0.39256,71.62,1865323,20454099,476799,48436858981
0.3016,1.0151,-0.124,0.6282,196.3,1.11,0.0061,0.543,0.422,0.478,1.836,0.01,150.1,54.39,0.32326,95.71,10627517,5708730,317303,191381603831
0.6435,2.325,0.0805,0.5596,162.5,1.177,0.0177,0.6051,0.1802,0.3636,0.5866,0.01,102.39,36.8,0.17379,65.59,4215711,16729034,346618,126442031766
0.5612,1.8221,0.0057,0.6576,126.2,1.056,0.0112,0.4631,0.4441,0.1977,0.4661,0.01,130.5,39.78,0.23992,90.72,5213342,13148964,989050,28913202108
0.3311,2.1317,0.0888,0.6292,122.1,1.028,0.0085,0.6216,0.5727,0.7678,0.5981,0.01,118.12,43.36,0.20927,74.76,10169574,22434147,660996,131503981371
0.4966,1.0441,0.0503,0.7094,262.2,0.99,0.0079,0.354,0.5009,0.6511,0.4876,0.01,144.39,38.75,0.05163,105.64,7878869,4653010,917486,182771005309
0.6127,1.7404,-0.101,0.6561,191.6,0.922,0.0155,0.7817,0.4913,0.0785,2.1354,0.01,111.8,45.4,0.06915,66.4,6854266,21024749,358113,144920705130
0.6976,2.4425,0.2825,0.6226,137.4,1.0,0.0094,0.2787,0.2602,0.6316,0.1758,0.01,142.09,77.77,0.28184,64.32,7645442,19456391,86491,209307290600
0.4897,2.9725,0.4773,0.5508,252.9,1.127,0.0078,0.3436,0.5021,0.0093,2.2406,0.01,123.84,63.72,0.2331,60.12,8823199,21769841,424680,64785744170
0.5089,1.6299,0.3129,0.7742,235.7,0.928,0.0084,0.401,0.7646,0.2351,0.3294,0.01,111.13,61.38,0.46059,49.75,6061851,9096802,51684,44112761481
0.724,2.9071,0.1545,0.5076,169.7,0.947,0.0088,0.4574,0.5716,0.1435,1.0264,0.01,105.3,55.16,0.49031,50.14,5405561,6565835,417727,75963966923
0.329,1.0689,0.3518,0.5769,186.4,1.136,0.0193,0.5621,0.0345,0.4294,0.7741,0.01,118.88,42.12,0.48435,76.76,12475213,13755942,524916,200729187316
0.411,1.0202,0.201,0.679,218.5,1.109,0.015,0.4435,0.7867,0.7159,0.5548,0.01,100.53,55.05,0.27983,45.48,13145794,17581672,479896,245752747603
0.3762,1.8516,0.0246,0.7003,268.2,0.922,0.0129,0.3545,0.4086,0.468,0.7274,0.01,113.89,49.45,0.08789,64.44,4534083,16439805,340355,227613071884
0.3686,1.1128,-0.0799,0.5341,179.2,1.113,0.0071,0.7033,0.0365,0.4966,0.1016,0.01,128.76,55.74,0.2681,73.02,10547847,7178604,861331,143935087086
0.4041,1.9997,-0.0953,0.5381,133.5,1.071,0.0117,0.2406,0.3819,0.2254,0.7393,0.01,115.67,70.66,0.15096,45.01,5422831,21351788,858613,164112077526
0.5269,1.094,-0.1137,0.6755,177.9,1.169,0.0118,0.5796,0.0714,0.5394,0.5841,0.01,105.03,64.92,0.48229,40.11,8165333,19119426,882823,116793145595
0.4545,1.5487,0.2459,0.5153,226.8,1.128,0.0156,0.5656,0.2181,0.7582,0.6585,0.01,152.42,46.34,0.0834,106.08,2280923,14784551,766121,148243317288
0.5711,1.5108,-0.1979,0.5284,192.0,1.168,0.0087,0.2739,0.5844,0.6007,2.2566,0.01,132.12,65.06,0.45718,67.06,12851920,15869817,907800,152693366326
0.6228,2.0228,-0.1922,0.7994,252.6,0.915,0.0096,0.6988,0.0093,0.265,0.7771,0.01,151.29,35.1,0.22166,116.19,7041061,5094984,683956,181288553216
0.251,2.827,0.0279,0.6567,259.2,0.911,0.0184,0.2771,0.0566,0.2164,0.4226,0.01,160.29,50.43,0.37378,109.86,8475910,19703539,606333,62922277137
0.3346,2.8097,0.2071,0.7537,142.1,1.093,0.0187,0.3945,0.3503,0.372,0.6254,0.01,136.15,69.33,0.03373,66.82,11855015,9308343,575399,80165208196
0.7054,1.1981,0.1817,0.5824,122.5,1.105,0.0107,0.3474,0.6763,0.6208,0.3616,0.01,149.83,71.53,0.28635,78.3,5032711,10983242,451460,197751159250
0.5678,1.2331,0.0118,0.541,256.0,1.16,0.015,0.6947,0.2343,0.3595,1.5742,0.01,133.44,61.31,0.10196,72.13,11588796,10241608,276897,33834935334
0.6037,2.8642,0.3793,0.6924,241.0,1.167,0.0136,0.2746,0.458,0.3543,0.4813,0.01,117.59,68.11,0.48338,49.48,6413822,7347104,922672,223701281827
0.4961,1.3035,-0.0918,0.6445,244.1,1.119,0.0185,0.705,0.5884,0.247,0.5764,0.01,129.22,41.06,0.4685,88.16,7502691,7992891,37725,200944882380
0.4505,2.1783,-0.0071,0.5316,231.5,1.163,0.0064,0.7105,0.3348,0.0097,0.5323,0.01,159.07,57.14,0.29248,101.93,3666431,21512027,471932,7420855320
0.675,1.0628,-0.203,0.6682,253.9,1.089,0.0136,0.1514,0.7177,0.2285,0.3107,0.01,142.22,79.21,0.35482,63.01,2552118,9283163,784829,64941648567
0.6907,1.965,0.098,0.6294,217.5,0.96,0.0149,0.1998,0.1757,0.7442,1.7259,0.01,167.62,56.35,0.32842,111.27,11136148,6086774,904767,30799919281
0.3559,1.1493,0.2499,0.6704,127.7,0.923,0.0159,0.5979,0.0703,0.5516,0.9129,0.01,152.04,65.48,0.25869,86.56,12791659,8837345,302214,83622436938
0.6954,1.4433,0.2866,0.7886,156.9,0.935,0.0146,0.2188,0.3407,0.234,0.145,0.01,142.43,58.42,0.26762,84.01,10123505,13211666,635866,20786675054
0.3133,1.3581,0.1781,0.7324,120.8,1.028,0.0079,0.3634,0.2676,0.4173,0.927,0.01,121.06,50.21,0.03413,70.85,8112127,15815339,916169,196099082848
0.5566,2.4001,0.4611,0.5188,241.1,1.185,0.0123,0.5064,0.6707,0.6474,1.2647,0.01,144.99,55.62,0.07912,89.37,3622942,17275752,139725,110453702782
0.324,2.4592,-0.3199,0.5915,176.2,1.086,0.0159,0.3107,0.7973,0.4918,1.0721,0.01,164.14,39.57,0.49482,124.57,8898411,5834782,183989,230128482766
0.7078,2.4911,0.4491,0.7489,243.9,1.098,0.0135,0.1792,0.4389,0.3857,1.55,0.01,159.6,43.44,0.14436,116.16,8555966,18584812,677423,78876222791
0.3893,2.5847,0.1054,0.7162,205.3,1.039,0.0134,0.3597,0.2683,0.6365,0.5912,0.01,129.56,65.39,0.20502,64.17,5900944,20614148,175336,115854609433
0.5806,1.191,-0.3994,0.5749,210.0,0.931,0.0093,0.3428,0.7666,0.4829,0.3022,0.01,163.23,36.73,0.04393,126.5,2544296,4256141,992268,68700362793
0.688,2.3363,-0.0564,0.7769,260.5,1.033,0.0081,0.1537,0.6036,0.1202,0.8742,0.01,113.47,69.78,0.3034,43.69,4010862,7291806,60122,195036112750
0.2825,2.0977,-0.2687,0.6602,240.6,1.114,0.0127,0.7518,0.6325,0.2066,0.6123,0.01,129.69,55.28,0.37091,74.41,2037459,5170209,507495,88195579096
0.5243,1.9371,0.4547,0.5369,213.8,0.957,0.0157,0.4058,0.5392,0.7108,3.823,0.01,166.22,46.07,0.30262,120.15,8570651,8337882,553527,44321922044
0.4278,2.5527,0.4103,0.5844,150.1,1.152,0.0097,0.1247,0.3609,0.7918,1.0589,0.01,111.58,52.3,0.08043,59.28,3022756,19011456,321607,25290654895
0.7417,2.0023,-0.1206,0.5805,143.4,1.082,0.0065,0.4413,0.7812,0.5412,0.5939,0.01,134.39,68.42,0.2059,65.97,9583191,21117142,945086,201594263319
0.44,2.4205,0.2267,0.75,140.4,1.179,0.0112,0.5557,0.1525,0.1888,9.7095,0.01,146.84,36.63,0.42995,110.21,6340590,5663187,762113,102305557311
0.7295,2.5692,-0.1327,0.5614,158.2,1.15,0.0065,0.3052,0.3383,0.4286,2.4026,0.01,164.59,55.96,0.30549,108.63,13611201,17436748,51317,240699385342
0.6751,1.1082,0.4072,0.5034,194.9,0.918,0.0195,0.6408,0.5368,0.6233,0.5254,0.01,159.31,35.03,0.32181,124.28,5273689,16670434,481296,81746302385
0.2798,2.4367,-0.2902,0.7674,158.8,0.919,0.0056,0.1982,0.527,0.0013,0.2041,0.01,120.88,60.35,0.39394,60.53,7926079,18480913,162065,145744466615
0.4385,2.1552,0.067,0.6756,144.5,0.954,0.0085,0.1694,0.272,0.4669,0.5481,0.01,140.86,56.14,0.43124,84.72,3090895,17154854,905175,44856742944
0.7138,1.8013,0.4501,0.564,209.2,1.13,0.0189,0.2379,0.5701,0.2314,2.7074,0.01,128.1,71.31,0.1106,56.79,6994074,16200831,201220,62105678341
0.4121,2.1809,0.0352,0.5023,144.4,1.067,0.0159,0.2034,0.4068,0.3488,1.0707,0.01,111.76,53.6,0.11988,58.16,12088343,10367519,204727,220446603319
0.3677,2.3779,0.3955,0.7528,243.1,0.917,0.014,0.7712,0.379,0.1589,0.9141,0.01,139.67,73.65,0.4265,66.02,11910120,8443562,632927,60474941715
0.4643,2.2385,-0.2505,0.6739,254.0,1.058,0.0153,0.7475,0.0618,0.1487,0.4933,0.01,118.92,64.93,0.14858,53.99,7321531,9862617,223962,134932827796
0.5031,1.2839,-0.2812,0.6613,162.3,1.179,0.006,0.7795,0.3657,0.2913,0.2308,0.01,118.61,41.83,0.35346,76.78,8244318,10140410,621078,154188051265
0.3805,2.9922,-0.0635,0.7202,190.8,1.138,0.0171,0.3522,0.732,0.7212,0.8405,0.01,157.68,38.46,0.2522,119.22,6289468,10265472,697552,165313217708
0.5973,1.3857,0.3679,0.603,141.4,1.12,0.0145,0.4353,0.1481,0.2257,0.3699,0.01,115.46,44.42,0.39123,71.04,7596426,5189493,331961,122689103639
0.7316,2.2867,-0.3448,0.5009,149.2,1.151,0.0113,0.6653,0.0161,0.4936,1.1425,0.01,145.08,39.87,0.33861,105.21,6482793,19433006,151889,102128889009
0.5379,2.9965,-0.0478,0.5876,269.2,0.926,0.0185,0.2258,0.4724,0.3147,0.4994,0.01,133.01,54.57,0.47792,78.44,2323549,13617891,835699,145820593771
0.4352,2.6982,0.2321,0.6523,236.3,0.969,0.0179,0.1333,0.6434,0.3578,5.2785,0.01,157.1,65.86,0.23637,91.24,13481068,7154300,396741,137578911677
0.6181,2.2459,0.4263,0.6189,180.6,1.146,0.015,0.2077,0.1743,0.2906,2.9432,0.01,119.7,51.47,0.24365,68.23,8208839,20245254,918727,68135792896
0.4208,1.2965,-0.03,0.5073,237.2,1.128,0.0174,0.5948,0.0209,0.6772,0.521,0.01,113.32,47.29,0.35525,66.03,3198618,14729603,164650,171660983691
0.42,2.2596,0.3358,0.7707,176.1,0.939,0.0061,0.4463,0.1354,0.565,0.2383,0.01,164.1,64.53,0.23452,99.57,11816260,9911213,65142,9728843073
0.7228,2.1036,0.3653,0.6289,135.6,1.06,0.0124,0.2522,0.5838,0.7384,0.4418,0.01,135.98,39.98,0.07599,96.0,10420621,6838479,587508,149682408316
0.524,1.5305,-0.0239,0.7243,174.7,1.124,0.0094,0.5308,0.1278,0.1234,2.4919,0.01,169.29,67.95,0.4492,101.34,11503682,10436817,56815,40640063853
0.558,2.9785,0.1828,0.7861,138.7,1.147,0.0103,0.4965,0.4129,0.0709,0.5214,0.01,141.01,41.77,0.37598,99.24,6908557,10477951,10645,38136780644
0.7154,2.0074,-0.2367,0.5207,220.5,0.909,0.0165,0.643,0.2365,0.7086,2.0666,0.01,122.52,40.97,0.16538,81.55,12998598,21244468,116974,92280635982
0.5859,1.6861,-0.0524,0.5062,222.8,0.905,0.0162,0.1503,0.0244,0.6159,1.1952,0.01,162.19,76.25,0.12133,85.94,9219254,19271105,849652,16052705481
0.2783,1.5995,-0.1743,0.6929,135.0,1.162,0.0176,0.5018,0.5525,0.4534,0.4255,0.01,160.18,41.64,0.42109,118.54,11206486,21285897,956904,166218637404
0.2918,1.2897,-0.4917,0.7729,192.4,1.188,0.0154,0.5345,0.5054,0.3291,0.9719,0.01,115.26,72.03,0.32473,43.23,8835806,21836616,127783,168848080784
0.7432,2.6722,-0.0103,0.7134,160.1,0.984,0.0072,0.3259,0.086,0.1922,0.414,0.01,102.68,56.79,0.21442,45.89,6216770,14475924,332993,164577818061
0.6525,1.1319,0.2682,0.6869,218.3,0.98,0.0074,0.6112,0.2197,0.0279,4.2498,0.01,158.33,40.94,0.37491,117.39,9612810,9634459,206376,101478027001
0.6704,1.083,0.4566,0.639,243.2,0.902,0.0197,0.6918,0.3588,0.6412,0.8785,0.01,168.36,51.29,0.19697,117.07,8515455,16999577,560094,206605397941
0.6925,2.8354,0.186,0.5901,155.8,1.102,0.0135,0.509,0.5954,0.2577,1.2538,0.01,105.99,43.37,0.02286,62.62,3988167,9244525,392236,28645978906
0.6146,2.9133,-0.1408,0.5895,132.2,1.159,0.0109,0.5365,0.2577,0.7828,0.6551,0.01,135.75,60.95,0.23393,74.8,11993682,7340786,868120,170760129662
0.3873,1.3939,0.1866,0.7129,128.5,0.945,0.0138,0.1094,0.0357,0.5857,0.2353,0.01,151.05,49.09,0.15033,101.96,11333439,6240645,899030,62872003983
0.3709,2.6379,-0.1035,0.6052,129.6,1.011,0.0178,0.3628,0.4049,0.1413,2.5918,0.01,138.48,45.17,0.11522,93.31,12256277,18196282,106446,27466816619
0.2721,2.4122,-0.2996,0.6804,176.8,0.91,0.0104,0.6027,0.4361,0.7057,3.041,0.01,122.92,35.64,0.05641,87.28,13952798,9189239,769688,31902123602
0.679,2.3797,-0.0814,0.6125,207.8,1.058,0.0103,0.2488,0.7563,0.6439,0.6328,0.01,116.72,49.92,0.4639,66.8,10272734,8209500,714537,69094360454
0.4053,1.4666,0.0684,0.7379,132.5,1.159,0.0104,0.4936,0.0412,0.0928,0.7828,0.01,145.57,67.84,0.16874,77.73,3662794,4611865,75082,79133691834
0.3371,2.8176,0.0788,0.5017,244.7,1.152,0.0097,0.4279,0.6442,0.2126,1.5236,0.01,130.21,56.03,0.45116,74.18,4584797,7537001,30463,235982289882
0.507,2.785,-0.0264,0.7309,202.8,0.912,0.0176,0.2181,0.7873,0.0419,0.3709,0.01,147.37,51.01,0.05866,96.36,9373867,7646523,112203,103882237292
0.7003,2.4477,-0.2399,0.6844,244.9,1.005,0.0199,0.6039,0.3181,0.0194,3.766,0.01,150.26,79.42,0.27207,70.84,10032184,4100911,274419,218824310332
0.6688,2.1354,-0.2118,0.5862,190.0,0.953,0.0062,0.2029,0.6231,0.4158,1.5923,0.01,132.38,43.01,0.41999,89.37,1122605,11404493,458911,229193887527
0.2993,1.6946,-0.3174,0.6359,120.5,0.995,0.0154,0.7336,0.7597,0.1449,1.405,0.01,124.8,71.97,0.24817,52.83,9130066,21392153,676136,52272469666
0.3048,2.3469,0.4798,0.6372,218.0,0.951,0.012,0.7856,0.7356,0.6893,0.6408,0.01,139.55,66.05,0.3007,73.5,3435228,14608031,427707,162654418161
0.5866,1.8687,-0.392,0.6413,168.3,0.944,0.0105,0.6311,0.3049,0.7815,0.2649,0.01,166.8,77.21,0.32858,89.59,12759683,6145352,387960,35080846080
0.7347,1.856,0.334,0.7899,171.2,0.955,0.0086,0.5543,0.3808,0.0748,1.0507,0.01,112.91,62.08,0.25622,50.83,13990342,7833496,359639,143676371017
0.6776,1.4567,0.2032,0.7385,182.3,0.954,0.0161,0.3457,0.722,0.5112,1.4896,0.01,105.74,44.75,0.29948,60.99,2095115,10356021,42176,204651408188
0.6065,1.9904,-0.1956,0.7062,198.1,0.981,0.0108,0.3094,0.0792,0.1277,0.9591,0.01,141.59,49.79,0.24194,91.8,3860936,11723656,563877,163588714738
0.6043,1.9945,-0.1439,0.6054,145.9,1.097,0.0172,0.1578,0.3334,0.4478,2.3846,0.01,114.01,47.24,0.21393,66.77,10181412,9907635,506469,46977973244
0.37,2.7676,-0.1592,0.634,186.7,1.148,0.0138,0.3732,0.0431,0.2055,0.4327,0.01,165.72,66.25,0.20094,99.47,1846018,10735623,190706,162772185403
0.4982,1.8977,-0.4169,0.5791,126.4,1.034,0.007,0.2354,0.4982,0.7656,0.2717,0.01,163.61,71.59,0.45752,92.02,6519143,13743563,15725,217900869428
0.3839,2.5647,0.4899,0.7424,170.4,0.914,0.01,0.4785,0.7882,0.3656,0.3529,0.01,161.27,66.5,0.36383,94.77,7941993,15353793,604228,190772767654
0.5206,2.195,-0.431,0.7082,131.2,1.045,0.0067,0.3062,0.3687,0.7414,1.0449,0.01,140.95,39.13,0.47268,101.82,4340582,8245170,944407,61446318463
